mid,season,mdate,mtime,hcc,acc,hcg,acg
5970,1996_1997,1996-10-27,,LIV,DER,2,1
5971,1996_1997,1996-10-28,,NFO,EVE,0,1
5972,1996_1997,1996-11-02,,AVL,NFO,2,0
5973,1996_1997,1996-11-02,,DER,LEI,2,0
5974,1996_1997,1996-11-02,,LEE,SUN,3,0
5975,1996_1997,1996-11-02,,MUN,CHE,1,2
5976,1996_1997,1996-11-02,,SHW,SOU,1,1
5977,1996_1997,1996-11-02,,TOT,WHU,1,0
5978,1996_1997,1996-11-02,,WIM,ARS,2,2
5979,1996_1997,1996-11-03,,BLB,LIV,3,0
5980,1996_1997,1996-11-03,,NEW,MID,3,1
5981,1996_1997,1996-11-04,,EVE,COV,1,1
5982,1996_1997,1996-11-16,,AVL,LEI,1,3
5983,1996_1997,1996-11-16,,BLB,CHE,1,1
5984,1996_1997,1996-11-16,,EVE,SOU,7,1
5985,1996_1997,1996-11-16,,LEE,LIV,0,2
5986,1996_1997,1996-11-16,,MUN,ARS,1,0
5987,1996_1997,1996-11-16,,NEW,WHU,1,1
5988,1996_1997,1996-11-16,,TOT,SUN,2,0
5989,1996_1997,1996-11-16,,WIM,COV,2,2
5990,1996_1997,1996-11-17,,DER,MID,2,1
5991,1996_1997,1996-11-18,,SHW,NFO,2,0
5992,1996_1997,1996-11-20,,LIV,EVE,1,1
5993,1996_1997,1996-11-23,,CHE,NEW,1,1
5994,1996_1997,1996-11-23,,COV,AVL,1,2
5995,1996_1997,1996-11-23,,LEI,EVE,1,2
5996,1996_1997,1996-11-23,,LIV,WIM,1,1
5997,1996_1997,1996-11-23,,MID,MUN,2,2
5998,1996_1997,1996-11-23,,SOU,LEE,0,2
5999,1996_1997,1996-11-23,,SUN,SHW,1,1
6000,1996_1997,1996-11-23,,WHU,DER,1,1
6001,1996_1997,1996-11-24,,ARS,TOT,3,1
6002,1996_1997,1996-11-25,,NFO,BLB,2,2
6003,1996_1997,1996-11-30,,AVL,MID,1,0
6004,1996_1997,1996-11-30,,BLB,SOU,2,1
6005,1996_1997,1996-11-30,,DER,COV,2,1
6006,1996_1997,1996-11-30,,EVE,SUN,1,3
6007,1996_1997,1996-11-30,,MUN,LEI,3,1
6008,1996_1997,1996-11-30,,NEW,ARS,1,2
6009,1996_1997,1996-11-30,,SHW,WHU,0,0
6010,1996_1997,1996-11-30,,WIM,NFO,1,0
6011,1996_1997,1996-12-01,,LEE,CHE,2,0
6012,1996_1997,1996-12-02,,TOT,LIV,0,2
6013,1996_1997,1996-12-03,,MID,LEI,0,2
6014,1996_1997,1996-12-04,,ARS,SOU,3,1
6015,1996_1997,1996-12-04,,WHU,AVL,0,2
6016,1996_1997,1996-12-07,,ARS,DER,2,2
6017,1996_1997,1996-12-07,,CHE,EVE,2,2
6018,1996_1997,1996-12-07,,COV,TOT,1,2
6019,1996_1997,1996-12-07,,LEI,BLB,1,1
6020,1996_1997,1996-12-07,,LIV,SHW,0,1
6021,1996_1997,1996-12-07,,MID,LEE,0,0
6022,1996_1997,1996-12-07,,SOU,AVL,0,1
6023,1996_1997,1996-12-07,,SUN,WIM,1,3
6024,1996_1997,1996-12-08,,WHU,MUN,2,2
6025,1996_1997,1996-12-09,,NFO,NEW,0,0
6026,1996_1997,1996-12-14,,LEE,TOT,0,0
6027,1996_1997,1996-12-14,,LIV,MID,5,1
6028,1996_1997,1996-12-14,,WIM,BLB,1,0
6029,1996_1997,1996-12-15,,SUN,CHE,3,0
6030,1996_1997,1996-12-16,,DER,EVE,0,1
6031,1996_1997,1996-12-17,,COV,NEW,2,1
6032,1996_1997,1996-12-17,,LIV,NFO,4,2
6033,1996_1997,1996-12-18,,SHW,MUN,1,1
6034,1996_1997,1996-12-21,,CHE,WHU,3,1
6035,1996_1997,1996-12-21,,EVE,LEE,0,0
6036,1996_1997,1996-12-21,,LEI,COV,0,2
6037,1996_1997,1996-12-21,,MUN,SUN,5,0
6038,1996_1997,1996-12-21,,NFO,ARS,2,1
6039,1996_1997,1996-12-21,,SOU,DER,3,1
6040,1996_1997,1996-12-21,,TOT,SHW,1,1
6041,1996_1997,1996-12-22,,AVL,WIM,5,0
6042,1996_1997,1996-12-23,,NEW,LIV,1,1
6043,1996_1997,1996-12-26,,AVL,CHE,0,2
6044,1996_1997,1996-12-26,,BLB,NEW,1,0
6045,1996_1997,1996-12-26,,LEE,COV,1,3
6046,1996_1997,1996-12-26,,LIV,LEI,1,1
6047,1996_1997,1996-12-26,,MID,EVE,4,2
6048,1996_1997,1996-12-26,,NFO,MUN,0,4
6049,1996_1997,1996-12-26,,SHW,ARS,0,0
6050,1996_1997,1996-12-26,,SUN,DER,2,0
6051,1996_1997,1996-12-26,,TOT,SOU,3,1
6052,1996_1997,1996-12-28,,ARS,AVL,2,2
6053,1996_1997,1996-12-28,,CHE,SHW,2,2
6054,1996_1997,1996-12-28,,COV,MID,3,0
6055,1996_1997,1996-12-28,,DER,BLB,0,0
6056,1996_1997,1996-12-28,,EVE,WIM,1,3
6057,1996_1997,1996-12-28,,LEI,NFO,2,2
6058,1996_1997,1996-12-28,,MUN,LEE,1,0
6059,1996_1997,1996-12-28,,NEW,TOT,7,1
6060,1996_1997,1996-12-28,,WHU,SUN,2,0
6061,1996_1997,1996-12-29,,SOU,LIV,0,1
6062,1996_1997,1997-01-01,,ARS,MID,2,0
6063,1996_1997,1997-01-01,,CHE,LIV,1,0
6064,1996_1997,1997-01-01,,COV,SUN,2,2
6065,1996_1997,1997-01-01,,EVE,BLB,0,2
6066,1996_1997,1997-01-01,,MUN,AVL,0,0
6067,1996_1997,1997-01-01,,NEW,LEE,3,0
6068,1996_1997,1997-01-01,,WHU,NFO,0,1
6069,1996_1997,1997-01-11,,AVL,NEW,2,2
6070,1996_1997,1997-01-11,,BLB,COV,4,0
6071,1996_1997,1997-01-11,,LEE,LEI,3,0
6072,1996_1997,1997-01-11,,LIV,WHU,0,0
6073,1996_1997,1997-01-11,,MID,SOU,0,1
6074,1996_1997,1997-01-11,,NFO,CHE,2,0
6075,1996_1997,1997-01-11,,SHW,EVE,2,1
6076,1996_1997,1997-01-11,,SUN,ARS,1,0
6077,1996_1997,1997-01-11,,WIM,DER,1,1
6078,1996_1997,1997-01-12,,TOT,MUN,1,2
6079,1996_1997,1997-01-18,,CHE,DER,3,1
6080,1996_1997,1997-01-18,,COV,MUN,0,2
6081,1996_1997,1997-01-18,,LEI,WIM,1,0
6082,1996_1997,1997-01-18,,LIV,AVL,3,0
6083,1996_1997,1997-01-18,,MID,SHW,4,2
6084,1996_1997,1997-01-18,,SOU,NEW,2,2
6085,1996_1997,1997-01-18,,SUN,BLB,0,0
6086,1996_1997,1997-01-19,,ARS,EVE,3,1
6087,1996_1997,1997-01-19,,NFO,TOT,2,1
6088,1996_1997,1997-01-20,,WHU,LEE,0,2
6089,1996_1997,1997-01-29,,AVL,SHW,0,1
6090,1996_1997,1997-01-29,,LEE,DER,0,0
6091,1996_1997,1997-01-29,,LEI,SUN,1,1
6092,1996_1997,1997-01-29,,MUN,WIM,2,1
6093,1996_1997,1997-01-29,,NEW,EVE,4,1
6094,1996_1997,1997-01-29,,NFO,COV,0,1
6095,1996_1997,1997-01-29,,TOT,BLB,2,1
6096,1996_1997,1997-01-29,,WHU,ARS,1,2
6097,1996_1997,1997-02-01,,AVL,SUN,1,0
6098,1996_1997,1997-02-01,,BLB,WHU,2,1
6099,1996_1997,1997-02-01,,DER,LIV,0,1
6100,1996_1997,1997-02-01,,EVE,NFO,2,0
6101,1996_1997,1997-02-01,,LEE,ARS,0,0
6102,1996_1997,1997-02-01,,MUN,SOU,2,1
6103,1996_1997,1997-02-01,,SHW,COV,0,0
6104,1996_1997,1997-02-01,,TOT,CHE,1,2
6105,1996_1997,1997-02-01,,WIM,MID,1,1
6106,1996_1997,1997-02-02,,NEW,LEI,4,3
6107,1996_1997,1997-02-15,,DER,WHU,1,0
6108,1996_1997,1997-02-15,,TOT,ARS,0,0
6109,1996_1997,1997-02-19,,ARS,MUN,1,2
6110,1996_1997,1997-02-19,,AVL,COV,2,1
6111,1996_1997,1997-02-19,,DER,SHW,2,2
6112,1996_1997,1997-02-19,,LIV,LEE,4,0
6113,1996_1997,1997-02-22,,CHE,MUN,1,1
6114,1996_1997,1997-02-22,,COV,EVE,0,0
6115,1996_1997,1997-02-22,,LEI,DER,4,2
6116,1996_1997,1997-02-22,,LIV,BLB,0,0
6117,1996_1997,1997-02-22,,MID,NEW,0,1
6118,1996_1997,1997-02-22,,NFO,AVL,0,0
6119,1996_1997,1997-02-22,,SOU,SHW,2,3
6120,1996_1997,1997-02-22,,SUN,LEE,0,1
6121,1996_1997,1997-02-23,,ARS,WIM,0,1
6122,1996_1997,1997-02-24,,WHU,TOT,4,3
6123,1996_1997,1997-02-26,,SOU,WIM,0,0
6124,1996_1997,1997-03-01,,BLB,SUN,1,0
6125,1996_1997,1997-03-01,,DER,CHE,3,2
6126,1996_1997,1997-03-01,,EVE,ARS,0,2
6127,1996_1997,1997-03-01,,LEE,WHU,1,0
6128,1996_1997,1997-03-01,,MUN,COV,3,1
6129,1996_1997,1997-03-01,,NEW,SOU,0,1
6130,1996_1997,1997-03-01,,SHW,MID,3,1
6131,1996_1997,1997-03-01,,TOT,NFO,0,1
6132,1996_1997,1997-03-01,,WIM,LEI,1,3
6133,1996_1997,1997-03-02,,AVL,LIV,1,0
6134,1996_1997,1997-03-03,,COV,WIM,1,1
6135,1996_1997,1997-03-04,,SUN,TOT,0,4
6136,1996_1997,1997-03-05,,CHE,BLB,1,1
6137,1996_1997,1997-03-05,,LEI,AVL,1,0
6138,1996_1997,1997-03-05,,MID,DER,6,1
6139,1996_1997,1997-03-05,,NFO,SHW,0,3
6140,1996_1997,1997-03-05,,SOU,EVE,2,2
6141,1996_1997,1997-03-08,,ARS,NFO,2,0
6142,1996_1997,1997-03-08,,COV,LEI,0,0
6143,1996_1997,1997-03-08,,LEE,EVE,1,0
6144,1996_1997,1997-03-08,,SUN,MUN,2,1
6145,1996_1997,1997-03-10,,LIV,NEW,4,3
6146,1996_1997,1997-03-11,,BLB,NFO,1,1
6147,1996_1997,1997-03-12,,LEE,SOU,0,0
6148,1996_1997,1997-03-12,,SHW,SUN,2,1
6149,1996_1997,1997-03-12,,WHU,CHE,3,2
6150,1996_1997,1997-03-15,,AVL,WHU,0,0
6151,1996_1997,1997-03-15,,BLB,WIM,3,1
6152,1996_1997,1997-03-15,,EVE,DER,1,0
6153,1996_1997,1997-03-15,,LEI,MID,1,3
6154,1996_1997,1997-03-15,,MUN,SHW,2,0
6155,1996_1997,1997-03-15,,NEW,COV,4,0
6156,1996_1997,1997-03-15,,NFO,LIV,1,1
6157,1996_1997,1997-03-15,,SOU,ARS,0,2
6158,1996_1997,1997-03-15,,TOT,LEE,1,0
6159,1996_1997,1997-03-16,,CHE,SUN,6,2
6160,1996_1997,1997-03-18,,WIM,WHU,1,1
6161,1996_1997,1997-03-19,,CHE,SOU,1,0
6162,1996_1997,1997-03-19,,LEI,TOT,1,1
6163,1996_1997,1997-03-19,,MID,BLB,2,1
6164,1996_1997,1997-03-22,,BLB,AVL,0,2
6165,1996_1997,1997-03-22,,COV,WHU,1,3
6166,1996_1997,1997-03-22,,DER,TOT,4,2
6167,1996_1997,1997-03-22,,EVE,MUN,0,2
6168,1996_1997,1997-03-22,,MID,CHE,1,0
6169,1996_1997,1997-03-22,,SHW,LEE,2,2
6170,1996_1997,1997-03-22,,SOU,LEI,2,2
6171,1996_1997,1997-03-22,,SUN,NFO,1,1
6172,1996_1997,1997-03-23,,WIM,NEW,1,1
6173,1996_1997,1997-03-24,,ARS,LIV,1,2
6174,1996_1997,1997-03-24,,MID,NFO,1,1
6175,1996_1997,1997-04-05,,AVL,EVE,3,1
6176,1996_1997,1997-04-05,,CHE,ARS,0,3
6177,1996_1997,1997-04-05,,MUN,DER,2,3
6178,1996_1997,1997-04-05,,NEW,SUN,1,1
6179,1996_1997,1997-04-05,,NFO,SOU,1,3
6180,1996_1997,1997-04-05,,TOT,WIM,1,0
6181,1996_1997,1997-04-06,,LIV,COV,1,2
6182,1996_1997,1997-04-07,,LEE,BLB,0,0
6183,1996_1997,1997-04-09,,COV,CHE,3,1
6184,1996_1997,1997-04-09,,DER,SOU,1,1
6185,1996_1997,1997-04-09,,EVE,LEI,1,1
6186,1996_1997,1997-04-09,,SHW,TOT,2,1
6187,1996_1997,1997-04-09,,WHU,MID,0,0
6188,1996_1997,1997-04-09,,WIM,AVL,0,2
6189,1996_1997,1997-04-12,,ARS,LEI,2,0
6190,1996_1997,1997-04-12,,BLB,MUN,2,3
6191,1996_1997,1997-04-12,,DER,AVL,2,1
6192,1996_1997,1997-04-12,,EVE,TOT,1,0
6193,1996_1997,1997-04-12,,SOU,WHU,2,0
6194,1996_1997,1997-04-13,,SHW,NEW,1,1
6195,1996_1997,1997-04-13,,SUN,LIV,1,2
6196,1996_1997,1997-04-16,,EVE,LIV,1,1
6197,1996_1997,1997-04-16,,NEW,CHE,3,1
6198,1996_1997,1997-04-16,,WIM,LEE,2,0
6199,1996_1997,1997-04-19,,ARS,BLB,1,1
6200,1996_1997,1997-04-19,,AVL,TOT,1,1
6201,1996_1997,1997-04-19,,CHE,LEI,2,1
6202,1996_1997,1997-04-19,,LIV,MUN,1,3
6203,1996_1997,1997-04-19,,MID,SUN,0,1
6204,1996_1997,1997-04-19,,NEW,DER,3,1
6205,1996_1997,1997-04-19,,NFO,LEE,1,1
6206,1996_1997,1997-04-19,,SHW,WIM,3,1
6207,1996_1997,1997-04-19,,SOU,COV,2,2
6208,1996_1997,1997-04-19,,WHU,EVE,2,2
6209,1996_1997,1997-04-21,,COV,ARS,1,1
6210,1996_1997,1997-04-22,,BLB,SHW,4,1
6211,1996_1997,1997-04-22,,LEE,AVL,0,0
6212,1996_1997,1997-04-22,,SUN,SOU,0,1
6213,1996_1997,1997-04-22,,WIM,CHE,0,1
6214,1996_1997,1997-04-23,,DER,NFO,0,0
6215,1996_1997,1997-04-23,,LEI,WHU,0,1
6216,1996_1997,1997-04-24,,TOT,MID,1,0
6217,1996_1997,1997-05-03,,ARS,NEW,0,1
6218,1996_1997,1997-05-03,,CHE,LEE,0,0
6219,1996_1997,1997-05-03,,COV,DER,1,2
6220,1996_1997,1997-05-03,,LEI,MUN,2,2
6221,1996_1997,1997-05-03,,LIV,TOT,2,1
6222,1996_1997,1997-05-03,,MID,AVL,3,2
6223,1996_1997,1997-05-03,,NFO,WIM,1,1
6224,1996_1997,1997-05-03,,SOU,BLB,2,0
6225,1996_1997,1997-05-03,,SUN,EVE,3,0
6226,1996_1997,1997-05-03,,WHU,SHW,5,1
6227,1996_1997,1997-05-05,,MUN,MID,3,3
6228,1996_1997,1997-05-06,,WHU,NEW,0,0
6229,1996_1997,1997-05-06,,WIM,LIV,2,1
6230,1996_1997,1997-05-07,,LEI,SHW,1,0
6231,1996_1997,1997-05-08,,BLB,MID,0,0
6232,1996_1997,1997-05-08,,MUN,NEW,0,0
6233,1996_1997,1997-05-11,,AVL,SOU,1,0
6234,1996_1997,1997-05-11,,BLB,LEI,2,4
6235,1996_1997,1997-05-11,,DER,ARS,1,3
6236,1996_1997,1997-05-11,,EVE,CHE,1,2
6237,1996_1997,1997-05-11,,LEE,MID,1,1
6238,1996_1997,1997-05-11,,MUN,WHU,2,0
6239,1996_1997,1997-05-11,,NEW,NFO,5,0
6240,1996_1997,1997-05-11,,SHW,LIV,1,1
6241,1996_1997,1997-05-11,,TOT,COV,1,2
6242,1996_1997,1997-05-11,,WIM,SUN,1,0
6243,1997_1998,1997-08-09,,BAR,WHU,1,2
6244,1997_1998,1997-08-09,,BLB,DER,1,0
6245,1997_1998,1997-08-09,,COV,CHE,3,2
6246,1997_1998,1997-08-09,,EVE,CRY,1,2
6247,1997_1998,1997-08-09,,LEE,ARS,1,1
6248,1997_1998,1997-08-09,,LEI,AVL,1,0
6249,1997_1998,1997-08-09,,NEW,SHW,2,1
6250,1997_1998,1997-08-09,,SOU,BOL,0,1
6251,1997_1998,1997-08-09,,WIM,LIV,1,1
6252,1997_1998,1997-08-10,,TOT,MUN,0,2
6253,1997_1998,1997-08-11,,ARS,COV,2,0
6254,1997_1998,1997-08-12,,CRY,BAR,0,1
6255,1997_1998,1997-08-13,,AVL,BLB,0,4
6256,1997_1998,1997-08-13,,LIV,LEI,1,2
6257,1997_1998,1997-08-13,,MUN,SOU,1,0
6258,1997_1998,1997-08-13,,SHW,LEE,1,3
6259,1997_1998,1997-08-13,,WHU,TOT,2,1
6260,1997_1998,1997-08-23,,BLB,LIV,1,1
6261,1997_1998,1997-08-23,,COV,BOL,2,2
6262,1997_1998,1997-08-23,,EVE,WHU,2,1
6263,1997_1998,1997-08-23,,LEE,CRY,0,2
6264,1997_1998,1997-08-23,,LEI,MUN,0,0
6265,1997_1998,1997-08-23,,NEW,AVL,1,0
6266,1997_1998,1997-08-23,,SOU,ARS,1,3
6267,1997_1998,1997-08-23,,TOT,DER,1,0
6268,1997_1998,1997-08-23,,WIM,SHW,1,1
6269,1997_1998,1997-08-24,,BAR,CHE,0,6
6270,1997_1998,1997-08-25,,BLB,SHW,7,2
6271,1997_1998,1997-08-26,,LEE,LIV,0,2
6272,1997_1998,1997-08-27,,BAR,BOL,2,1
6273,1997_1998,1997-08-27,,COV,WHU,1,1
6274,1997_1998,1997-08-27,,EVE,MUN,0,2
6275,1997_1998,1997-08-27,,LEI,ARS,3,3
6276,1997_1998,1997-08-27,,SOU,CRY,1,0
6277,1997_1998,1997-08-27,,TOT,AVL,3,2
6278,1997_1998,1997-08-27,,WIM,CHE,0,2
6279,1997_1998,1997-08-30,,ARS,TOT,0,0
6280,1997_1998,1997-08-30,,AVL,LEE,1,0
6281,1997_1998,1997-08-30,,CHE,SOU,4,2
6282,1997_1998,1997-08-30,,CRY,BLB,1,2
6283,1997_1998,1997-08-30,,DER,BAR,1,0
6284,1997_1998,1997-08-30,,MUN,COV,3,0
6285,1997_1998,1997-08-30,,SHW,LEI,1,0
6286,1997_1998,1997-08-30,,WHU,WIM,3,1
6287,1997_1998,1997-09-01,,BOL,EVE,0,0
6288,1997_1998,1997-09-13,,ARS,BOL,4,1
6289,1997_1998,1997-09-13,,BAR,AVL,0,3
6290,1997_1998,1997-09-13,,COV,SOU,1,0
6291,1997_1998,1997-09-13,,CRY,CHE,0,3
6292,1997_1998,1997-09-13,,DER,EVE,3,1
6293,1997_1998,1997-09-13,,LEI,TOT,3,0
6294,1997_1998,1997-09-13,,LIV,SHW,2,1
6295,1997_1998,1997-09-13,,MUN,WHU,2,1
6296,1997_1998,1997-09-13,,NEW,WIM,1,3
6297,1997_1998,1997-09-14,,BLB,LEE,3,4
6298,1997_1998,1997-09-20,,AVL,DER,2,1
6299,1997_1998,1997-09-20,,BOL,MUN,0,0
6300,1997_1998,1997-09-20,,EVE,BAR,4,2
6301,1997_1998,1997-09-20,,LEE,LEI,0,1
6302,1997_1998,1997-09-20,,SHW,COV,0,0
6303,1997_1998,1997-09-20,,SOU,LIV,1,1
6304,1997_1998,1997-09-20,,TOT,BLB,0,0
6305,1997_1998,1997-09-20,,WHU,NEW,0,1
6306,1997_1998,1997-09-20,,WIM,CRY,0,1
6307,1997_1998,1997-09-21,,CHE,ARS,2,3
6308,1997_1998,1997-09-22,,LIV,AVL,3,0
6309,1997_1998,1997-09-23,,BOL,TOT,1,1
6310,1997_1998,1997-09-23,,WIM,BAR,4,1
6311,1997_1998,1997-09-24,,ARS,WHU,4,0
6312,1997_1998,1997-09-24,,COV,CRY,1,1
6313,1997_1998,1997-09-24,,LEI,BLB,1,1
6314,1997_1998,1997-09-24,,MUN,CHE,2,2
6315,1997_1998,1997-09-24,,NEW,EVE,1,0
6316,1997_1998,1997-09-24,,SHW,DER,2,5
6317,1997_1998,1997-09-24,,SOU,LEE,0,2
6318,1997_1998,1997-09-27,,AVL,SHW,2,2
6319,1997_1998,1997-09-27,,BAR,LEI,0,2
6320,1997_1998,1997-09-27,,CHE,NEW,1,0
6321,1997_1998,1997-09-27,,CRY,BOL,2,2
6322,1997_1998,1997-09-27,,DER,SOU,4,0
6323,1997_1998,1997-09-27,,EVE,ARS,2,2
6324,1997_1998,1997-09-27,,LEE,MUN,1,0
6325,1997_1998,1997-09-27,,TOT,WIM,0,0
6326,1997_1998,1997-09-27,,WHU,LIV,2,1
6327,1997_1998,1997-09-28,,BLB,COV,0,0
6328,1997_1998,1997-10-04,,ARS,BAR,5,0
6329,1997_1998,1997-10-04,,BOL,AVL,0,1
6330,1997_1998,1997-10-04,,COV,LEE,0,0
6331,1997_1998,1997-10-04,,MUN,CRY,2,0
6332,1997_1998,1997-10-04,,NEW,TOT,1,0
6333,1997_1998,1997-10-04,,SHW,EVE,3,1
6334,1997_1998,1997-10-04,,SOU,WHU,3,0
6335,1997_1998,1997-10-04,,WIM,BLB,0,1
6336,1997_1998,1997-10-05,,LIV,CHE,4,2
6337,1997_1998,1997-10-06,,LEI,DER,1,2
6338,1997_1998,1997-10-18,,AVL,WIM,1,2
6339,1997_1998,1997-10-18,,BLB,SOU,1,0
6340,1997_1998,1997-10-18,,CHE,LEI,1,0
6341,1997_1998,1997-10-18,,CRY,ARS,0,0
6342,1997_1998,1997-10-18,,DER,MUN,2,2
6343,1997_1998,1997-10-18,,EVE,LIV,2,0
6344,1997_1998,1997-10-18,,LEE,NEW,4,1
6345,1997_1998,1997-10-18,,WHU,BOL,3,0
6346,1997_1998,1997-10-19,,TOT,SHW,3,2
6347,1997_1998,1997-10-20,,BAR,COV,2,0
6348,1997_1998,1997-10-22,,DER,WIM,1,1
6349,1997_1998,1997-10-25,,COV,EVE,0,0
6350,1997_1998,1997-10-25,,LIV,DER,4,0
6351,1997_1998,1997-10-25,,MUN,BAR,7,0
6352,1997_1998,1997-10-25,,NEW,BLB,1,1
6353,1997_1998,1997-10-25,,SHW,CRY,1,3
6354,1997_1998,1997-10-25,,SOU,TOT,3,2
6355,1997_1998,1997-10-25,,WIM,LEE,1,0
6356,1997_1998,1997-10-26,,ARS,AVL,0,0
6357,1997_1998,1997-10-26,,BOL,CHE,1,0
6358,1997_1998,1997-10-27,,LEI,WHU,2,1
6359,1997_1998,1997-11-01,,AVL,CHE,0,2
6360,1997_1998,1997-11-01,,BAR,BLB,1,1
6361,1997_1998,1997-11-01,,BOL,LIV,1,1
6362,1997_1998,1997-11-01,,DER,ARS,3,0
6363,1997_1998,1997-11-01,,MUN,SHW,6,1
6364,1997_1998,1997-11-01,,NEW,LEI,3,3
6365,1997_1998,1997-11-01,,TOT,LEE,0,1
6366,1997_1998,1997-11-01,,WIM,COV,1,2
6367,1997_1998,1997-11-02,,EVE,SOU,0,2
6368,1997_1998,1997-11-08,,BLB,EVE,3,2
6369,1997_1998,1997-11-08,,COV,NEW,2,2
6370,1997_1998,1997-11-08,,CRY,AVL,1,1
6371,1997_1998,1997-11-08,,LEE,DER,4,3
6372,1997_1998,1997-11-08,,LIV,TOT,4,0
6373,1997_1998,1997-11-08,,SHW,BOL,5,0
6374,1997_1998,1997-11-08,,SOU,BAR,4,1
6375,1997_1998,1997-11-09,,ARS,MUN,3,2
6376,1997_1998,1997-11-09,,CHE,WHU,2,1
6377,1997_1998,1997-11-10,,LEI,WIM,0,1
6378,1997_1998,1997-11-22,,AVL,EVE,2,1
6379,1997_1998,1997-11-22,,BLB,CHE,1,0
6380,1997_1998,1997-11-22,,DER,COV,3,1
6381,1997_1998,1997-11-22,,LEI,BOL,0,0
6382,1997_1998,1997-11-22,,LIV,BAR,0,1
6383,1997_1998,1997-11-22,,NEW,SOU,2,1
6384,1997_1998,1997-11-22,,SHW,ARS,2,0
6385,1997_1998,1997-11-22,,WIM,MUN,2,5
6386,1997_1998,1997-11-23,,LEE,WHU,3,1
6387,1997_1998,1997-11-24,,TOT,CRY,0,1
6388,1997_1998,1997-11-26,,CHE,EVE,2,0
6389,1997_1998,1997-11-29,,BAR,LEE,2,3
6390,1997_1998,1997-11-29,,BOL,WIM,1,0
6391,1997_1998,1997-11-29,,CHE,DER,4,0
6392,1997_1998,1997-11-29,,COV,LEI,0,2
6393,1997_1998,1997-11-29,,CRY,NEW,1,2
6394,1997_1998,1997-11-29,,EVE,TOT,0,2
6395,1997_1998,1997-11-29,,SOU,SHW,2,3
6396,1997_1998,1997-11-29,,WHU,AVL,2,1
6397,1997_1998,1997-11-30,,ARS,LIV,0,1
6398,1997_1998,1997-11-30,,MUN,BLB,4,0
6399,1997_1998,1997-12-01,,BOL,NEW,1,0
6400,1997_1998,1997-12-03,,WHU,CRY,4,1
6401,1997_1998,1997-12-06,,AVL,COV,3,0
6402,1997_1998,1997-12-06,,BLB,BOL,3,1
6403,1997_1998,1997-12-06,,DER,WHU,2,0
6404,1997_1998,1997-12-06,,LEE,EVE,0,0
6405,1997_1998,1997-12-06,,LEI,CRY,1,1
6406,1997_1998,1997-12-06,,LIV,MUN,1,3
6407,1997_1998,1997-12-06,,NEW,ARS,0,1
6408,1997_1998,1997-12-06,,TOT,CHE,1,6
6409,1997_1998,1997-12-07,,WIM,SOU,1,0
6410,1997_1998,1997-12-08,,SHW,BAR,2,1
6411,1997_1998,1997-12-13,,ARS,BLB,1,3
6412,1997_1998,1997-12-13,,BAR,NEW,2,2
6413,1997_1998,1997-12-13,,CHE,LEE,0,0
6414,1997_1998,1997-12-13,,COV,TOT,4,0
6415,1997_1998,1997-12-13,,CRY,LIV,0,3
6416,1997_1998,1997-12-13,,EVE,WIM,0,0
6417,1997_1998,1997-12-13,,SOU,LEI,2,1
6418,1997_1998,1997-12-13,,WHU,SHW,1,0
6419,1997_1998,1997-12-14,,BOL,DER,3,3
6420,1997_1998,1997-12-15,,MUN,AVL,1,0
6421,1997_1998,1997-12-17,,NEW,DER,0,0
6422,1997_1998,1997-12-20,,AVL,SOU,1,1
6423,1997_1998,1997-12-20,,BLB,WHU,3,0
6424,1997_1998,1997-12-20,,DER,CRY,0,0
6425,1997_1998,1997-12-20,,LEE,BOL,2,0
6426,1997_1998,1997-12-20,,LEI,EVE,0,1
6427,1997_1998,1997-12-20,,LIV,COV,1,0
6428,1997_1998,1997-12-20,,SHW,CHE,1,4
6429,1997_1998,1997-12-20,,TOT,BAR,3,0
6430,1997_1998,1997-12-21,,NEW,MUN,0,1
6431,1997_1998,1997-12-26,,ARS,LEI,2,1
6432,1997_1998,1997-12-26,,AVL,TOT,4,1
6433,1997_1998,1997-12-26,,BOL,BAR,1,1
6434,1997_1998,1997-12-26,,CHE,WIM,1,1
6435,1997_1998,1997-12-26,,CRY,SOU,1,1
6436,1997_1998,1997-12-26,,DER,NEW,1,0
6437,1997_1998,1997-12-26,,LIV,LEE,3,1
6438,1997_1998,1997-12-26,,MUN,EVE,2,0
6439,1997_1998,1997-12-26,,SHW,BLB,0,0
6440,1997_1998,1997-12-26,,WHU,COV,1,0
6441,1997_1998,1997-12-28,,BAR,DER,1,0
6442,1997_1998,1997-12-28,,BLB,CRY,2,2
6443,1997_1998,1997-12-28,,COV,MUN,3,2
6444,1997_1998,1997-12-28,,EVE,BOL,3,2
6445,1997_1998,1997-12-28,,LEE,AVL,1,1
6446,1997_1998,1997-12-28,,LEI,SHW,1,1
6447,1997_1998,1997-12-28,,NEW,LIV,1,2
6448,1997_1998,1997-12-28,,TOT,ARS,1,1
6449,1997_1998,1997-12-28,,WIM,WHU,1,2
6450,1997_1998,1997-12-29,,SOU,CHE,1,0
6451,1997_1998,1998-01-10,,ARS,LEE,2,1
6452,1997_1998,1998-01-10,,AVL,LEI,1,1
6453,1997_1998,1998-01-10,,BOL,SOU,0,0
6454,1997_1998,1998-01-10,,CHE,COV,3,1
6455,1997_1998,1998-01-10,,CRY,EVE,1,3
