mid,season,mdate,mtime,hcc,acc,hcg,acg
5485,1995_1996,1995-08-19,,CHE,EVE,0,0
5486,1995_1996,1995-08-19,,LIV,SHW,1,0
5487,1995_1996,1995-08-19,,MCI,TOT,1,1
5488,1995_1996,1995-08-19,,NEW,COV,3,0
5489,1995_1996,1995-08-19,,SOU,NFO,3,4
5490,1995_1996,1995-08-19,,WHU,LEE,1,2
5491,1995_1996,1995-08-19,,WIM,BOL,3,2
5492,1995_1996,1995-08-20,,ARS,MID,1,1
5493,1995_1996,1995-08-21,,LEE,LIV,1,0
5494,1995_1996,1995-08-22,,BOL,NEW,1,3
5495,1995_1996,1995-08-23,,COV,MCI,2,1
5496,1995_1996,1995-08-23,,EVE,ARS,0,2
5497,1995_1996,1995-08-23,,MUN,WHU,2,1
5498,1995_1996,1995-08-23,,NFO,CHE,0,0
5499,1995_1996,1995-08-23,,QPR,WIM,0,3
5500,1995_1996,1995-08-23,,SHW,BLB,2,1
5501,1995_1996,1995-08-23,,TOT,AVL,0,1
5502,1995_1996,1995-08-26,,BOL,BLB,2,1
5503,1995_1996,1995-08-26,,COV,ARS,0,0
5504,1995_1996,1995-08-26,,EVE,SOU,2,0
5505,1995_1996,1995-08-26,,LEE,AVL,2,0
5506,1995_1996,1995-08-26,,MUN,WIM,3,1
5507,1995_1996,1995-08-26,,MID,CHE,2,0
5508,1995_1996,1995-08-26,,NFO,WHU,1,1
5509,1995_1996,1995-08-26,,QPR,MCI,1,0
5510,1995_1996,1995-08-26,,TOT,LIV,1,3
5511,1995_1996,1995-08-27,,SHW,NEW,0,2
5512,1995_1996,1995-08-28,,BLB,MUN,1,2
5513,1995_1996,1995-08-29,,ARS,NFO,1,1
5514,1995_1996,1995-08-30,,AVL,BOL,1,0
5515,1995_1996,1995-08-30,,CHE,COV,2,2
5516,1995_1996,1995-08-30,,LIV,QPR,1,0
5517,1995_1996,1995-08-30,,MCI,EVE,0,2
5518,1995_1996,1995-08-30,,NEW,MID,1,0
5519,1995_1996,1995-08-30,,SOU,LEE,1,1
5520,1995_1996,1995-08-30,,WHU,TOT,1,1
5521,1995_1996,1995-08-30,,WIM,SHW,2,2
5522,1995_1996,1995-09-09,,BLB,AVL,1,1
5523,1995_1996,1995-09-09,,BOL,MID,1,1
5524,1995_1996,1995-09-09,,COV,NFO,1,1
5525,1995_1996,1995-09-09,,EVE,MUN,2,3
5526,1995_1996,1995-09-09,,QPR,SHW,0,3
5527,1995_1996,1995-09-09,,SOU,NEW,1,0
5528,1995_1996,1995-09-09,,TOT,LEE,2,1
5529,1995_1996,1995-09-09,,WIM,LIV,1,0
5530,1995_1996,1995-09-10,,MCI,ARS,0,1
5531,1995_1996,1995-09-11,,WHU,CHE,1,3
5532,1995_1996,1995-09-12,,MID,SOU,0,0
5533,1995_1996,1995-09-16,,ARS,WHU,1,0
5534,1995_1996,1995-09-16,,AVL,WIM,2,0
5535,1995_1996,1995-09-16,,CHE,SOU,3,0
5536,1995_1996,1995-09-16,,LEE,QPR,1,3
5537,1995_1996,1995-09-16,,LIV,BLB,3,0
5538,1995_1996,1995-09-16,,MUN,BOL,3,0
5539,1995_1996,1995-09-16,,MID,COV,2,1
5540,1995_1996,1995-09-16,,NEW,MCI,3,1
5541,1995_1996,1995-09-16,,SHW,TOT,1,3
5542,1995_1996,1995-09-17,,NFO,EVE,3,2
5543,1995_1996,1995-09-23,,ARS,SOU,4,2
5544,1995_1996,1995-09-23,,AVL,NFO,1,1
5545,1995_1996,1995-09-23,,BLB,COV,5,1
5546,1995_1996,1995-09-23,,LIV,BOL,5,2
5547,1995_1996,1995-09-23,,MCI,MID,0,1
5548,1995_1996,1995-09-23,,SHW,MUN,0,0
5549,1995_1996,1995-09-23,,WHU,EVE,2,1
5550,1995_1996,1995-09-23,,WIM,LEE,2,4
5551,1995_1996,1995-09-24,,NEW,CHE,2,0
5552,1995_1996,1995-09-25,,QPR,TOT,2,3
5553,1995_1996,1995-09-30,,BOL,QPR,0,1
5554,1995_1996,1995-09-30,,CHE,ARS,1,0
5555,1995_1996,1995-09-30,,COV,AVL,0,3
5556,1995_1996,1995-09-30,,LEE,SHW,2,0
5557,1995_1996,1995-09-30,,MID,BLB,2,0
5558,1995_1996,1995-09-30,,NFO,MCI,3,0
5559,1995_1996,1995-09-30,,TOT,WIM,3,1
5560,1995_1996,1995-10-01,,EVE,NEW,1,3
5561,1995_1996,1995-10-01,,MUN,LIV,2,2
5562,1995_1996,1995-10-02,,SOU,WHU,0,0
5563,1995_1996,1995-10-14,,AVL,CHE,0,1
5564,1995_1996,1995-10-14,,BLB,SOU,2,1
5565,1995_1996,1995-10-14,,BOL,EVE,1,1
5566,1995_1996,1995-10-14,,LEE,ARS,0,3
5567,1995_1996,1995-10-14,,LIV,COV,0,0
5568,1995_1996,1995-10-14,,MUN,MCI,1,0
5569,1995_1996,1995-10-14,,QPR,NEW,2,3
5570,1995_1996,1995-10-14,,TOT,NFO,0,1
5571,1995_1996,1995-10-15,,SHW,MID,0,1
5572,1995_1996,1995-10-16,,WIM,WHU,0,1
5573,1995_1996,1995-10-21,,ARS,AVL,2,0
5574,1995_1996,1995-10-21,,CHE,MUN,1,4
5575,1995_1996,1995-10-21,,COV,SHW,0,1
5576,1995_1996,1995-10-21,,MCI,LEE,0,0
5577,1995_1996,1995-10-21,,MID,QPR,1,0
5578,1995_1996,1995-10-21,,NEW,WIM,6,1
5579,1995_1996,1995-10-21,,NFO,BOL,3,2
5580,1995_1996,1995-10-21,,WHU,BLB,1,1
5581,1995_1996,1995-10-22,,EVE,TOT,1,1
5582,1995_1996,1995-10-22,,SOU,LIV,1,3
5583,1995_1996,1995-10-28,,AVL,EVE,1,0
5584,1995_1996,1995-10-28,,BLB,CHE,3,0
5585,1995_1996,1995-10-28,,LEE,COV,3,1
5586,1995_1996,1995-10-28,,LIV,MCI,6,0
5587,1995_1996,1995-10-28,,MUN,MID,2,0
5588,1995_1996,1995-10-28,,QPR,NFO,1,1
5589,1995_1996,1995-10-28,,SHW,WHU,0,1
5590,1995_1996,1995-10-28,,WIM,SOU,1,2
5591,1995_1996,1995-10-29,,TOT,NEW,1,1
5592,1995_1996,1995-10-30,,BOL,ARS,1,0
5593,1995_1996,1995-11-04,,ARS,MUN,1,0
5594,1995_1996,1995-11-04,,CHE,SHW,0,0
5595,1995_1996,1995-11-04,,COV,TOT,2,3
5596,1995_1996,1995-11-04,,MCI,BOL,1,0
5597,1995_1996,1995-11-04,,MID,LEE,1,1
5598,1995_1996,1995-11-04,,NEW,LIV,2,1
5599,1995_1996,1995-11-04,,SOU,QPR,2,0
5600,1995_1996,1995-11-04,,WHU,AVL,1,4
5601,1995_1996,1995-11-05,,EVE,BLB,1,0
5602,1995_1996,1995-11-06,,NFO,WIM,4,1
5603,1995_1996,1995-11-08,,NEW,BLB,1,0
5604,1995_1996,1995-11-18,,AVL,NEW,1,1
5605,1995_1996,1995-11-18,,BLB,NFO,7,0
5606,1995_1996,1995-11-18,,BOL,WHU,0,3
5607,1995_1996,1995-11-18,,LEE,CHE,1,0
5608,1995_1996,1995-11-18,,LIV,EVE,1,2
5609,1995_1996,1995-11-18,,MUN,SOU,4,1
5610,1995_1996,1995-11-18,,SHW,MCI,1,1
5611,1995_1996,1995-11-18,,TOT,ARS,2,1
5612,1995_1996,1995-11-18,,WIM,MID,0,0
5613,1995_1996,1995-11-19,,QPR,COV,1,1
5614,1995_1996,1995-11-20,,SOU,AVL,0,1
5615,1995_1996,1995-11-21,,ARS,SHW,4,2
5616,1995_1996,1995-11-21,,MID,TOT,0,1
5617,1995_1996,1995-11-22,,CHE,BOL,3,2
5618,1995_1996,1995-11-22,,COV,MUN,0,4
5619,1995_1996,1995-11-22,,EVE,QPR,2,0
5620,1995_1996,1995-11-22,,MCI,WIM,1,0
5621,1995_1996,1995-11-22,,WHU,LIV,0,0
5622,1995_1996,1995-11-25,,CHE,TOT,0,0
5623,1995_1996,1995-11-25,,COV,WIM,3,3
5624,1995_1996,1995-11-25,,EVE,SHW,2,2
5625,1995_1996,1995-11-25,,MCI,AVL,1,0
5626,1995_1996,1995-11-25,,MID,LIV,2,1
5627,1995_1996,1995-11-25,,NEW,LEE,2,1
5628,1995_1996,1995-11-25,,SOU,BOL,1,0
5629,1995_1996,1995-11-25,,WHU,QPR,1,0
5630,1995_1996,1995-11-26,,ARS,BLB,0,0
5631,1995_1996,1995-11-27,,NFO,MUN,1,1
5632,1995_1996,1995-12-02,,AVL,ARS,1,1
5633,1995_1996,1995-12-02,,BLB,WHU,4,2
5634,1995_1996,1995-12-02,,BOL,NFO,1,1
5635,1995_1996,1995-12-02,,LEE,MCI,0,1
5636,1995_1996,1995-12-02,,LIV,SOU,1,1
5637,1995_1996,1995-12-02,,MUN,CHE,1,1
5638,1995_1996,1995-12-02,,QPR,MID,1,1
5639,1995_1996,1995-12-02,,TOT,EVE,0,0
5640,1995_1996,1995-12-03,,WIM,NEW,3,3
5641,1995_1996,1995-12-04,,SHW,COV,4,3
5642,1995_1996,1995-12-09,,BOL,LIV,0,1
5643,1995_1996,1995-12-09,,CHE,NEW,1,0
5644,1995_1996,1995-12-09,,COV,BLB,5,0
5645,1995_1996,1995-12-09,,LEE,WIM,1,1
5646,1995_1996,1995-12-09,,MUN,SHW,2,2
5647,1995_1996,1995-12-09,,MID,MCI,4,1
5648,1995_1996,1995-12-09,,SOU,ARS,0,0
5649,1995_1996,1995-12-09,,TOT,QPR,1,0
5650,1995_1996,1995-12-10,,NFO,AVL,1,1
5651,1995_1996,1995-12-11,,EVE,WHU,3,0
5652,1995_1996,1995-12-16,,ARS,CHE,1,1
5653,1995_1996,1995-12-16,,AVL,COV,4,1
5654,1995_1996,1995-12-16,,BLB,MID,1,0
5655,1995_1996,1995-12-16,,NEW,EVE,1,0
5656,1995_1996,1995-12-16,,QPR,BOL,2,1
5657,1995_1996,1995-12-16,,SHW,LEE,6,2
5658,1995_1996,1995-12-16,,WHU,SOU,2,1
5659,1995_1996,1995-12-16,,WIM,TOT,0,1
5660,1995_1996,1995-12-17,,LIV,MUN,2,0
5661,1995_1996,1995-12-18,,MCI,NFO,1,1
5662,1995_1996,1995-12-23,,COV,EVE,2,1
5663,1995_1996,1995-12-23,,LIV,ARS,3,1
5664,1995_1996,1995-12-23,,MCI,CHE,0,1
5665,1995_1996,1995-12-23,,MID,WHU,4,2
5666,1995_1996,1995-12-23,,NEW,NFO,3,1
5667,1995_1996,1995-12-23,,QPR,AVL,1,0
5668,1995_1996,1995-12-23,,SHW,SOU,2,2
5669,1995_1996,1995-12-23,,TOT,BOL,2,2
5670,1995_1996,1995-12-23,,WIM,BLB,1,1
5671,1995_1996,1995-12-24,,LEE,MUN,3,1
5672,1995_1996,1995-12-26,,ARS,QPR,3,0
5673,1995_1996,1995-12-26,,BLB,MCI,2,0
5674,1995_1996,1995-12-26,,CHE,WIM,1,2
5675,1995_1996,1995-12-26,,EVE,MID,4,0
5676,1995_1996,1995-12-26,,NFO,SHW,1,0
5677,1995_1996,1995-12-26,,SOU,TOT,0,0
5678,1995_1996,1995-12-27,,BOL,LEE,0,2
5679,1995_1996,1995-12-27,,MUN,NEW,2,0
5680,1995_1996,1995-12-30,,ARS,WIM,1,3
5681,1995_1996,1995-12-30,,BLB,TOT,2,1
5682,1995_1996,1995-12-30,,BOL,COV,1,2
5683,1995_1996,1995-12-30,,CHE,LIV,2,2
5684,1995_1996,1995-12-30,,EVE,LEE,2,0
5685,1995_1996,1995-12-30,,MUN,QPR,2,1
5686,1995_1996,1995-12-30,,NFO,MID,1,0
5687,1995_1996,1996-01-01,,COV,SOU,1,1
5688,1995_1996,1996-01-01,,LEE,BLB,0,0
5689,1995_1996,1996-01-01,,LIV,NFO,4,2
5690,1995_1996,1996-01-01,,MCI,WHU,2,1
5691,1995_1996,1996-01-01,,MID,AVL,0,2
5692,1995_1996,1996-01-01,,SHW,BOL,4,2
5693,1995_1996,1996-01-01,,TOT,MUN,4,1
5694,1995_1996,1996-01-01,,WIM,EVE,2,3
5695,1995_1996,1996-01-02,,NEW,ARS,2,0
5696,1995_1996,1996-01-02,,QPR,CHE,1,2
5697,1995_1996,1996-01-13,,BOL,WIM,1,0
5698,1995_1996,1996-01-13,,EVE,CHE,1,1
5699,1995_1996,1996-01-13,,LEE,WHU,2,0
5700,1995_1996,1996-01-13,,MUN,AVL,0,0
5701,1995_1996,1996-01-13,,MID,ARS,2,3
5702,1995_1996,1996-01-13,,NFO,SOU,1,0
5703,1995_1996,1996-01-13,,QPR,BLB,0,1
5704,1995_1996,1996-01-13,,SHW,LIV,1,1
5705,1995_1996,1996-01-13,,TOT,MCI,1,0
5706,1995_1996,1996-01-14,,COV,NEW,0,1
5707,1995_1996,1996-01-20,,ARS,EVE,1,2
5708,1995_1996,1996-01-20,,BLB,SHW,3,0
5709,1995_1996,1996-01-20,,CHE,NFO,1,0
5710,1995_1996,1996-01-20,,LIV,LEE,5,0
5711,1995_1996,1996-01-20,,MCI,COV,1,1
5712,1995_1996,1996-01-20,,NEW,BOL,2,1
5713,1995_1996,1996-01-20,,SOU,MID,2,1
5714,1995_1996,1996-01-20,,WIM,QPR,2,1
5715,1995_1996,1996-01-21,,AVL,TOT,2,1
5716,1995_1996,1996-01-23,,WHU,MUN,0,1
5717,1995_1996,1996-01-31,,AVL,LIV,0,2
5718,1995_1996,1996-01-31,,NFO,LEE,2,1
5719,1995_1996,1996-01-31,,SOU,MCI,1,1
5720,1995_1996,1996-01-31,,WHU,COV,3,2
5721,1995_1996,1996-02-03,,ARS,COV,1,1
5722,1995_1996,1996-02-03,,AVL,LEE,3,0
5723,1995_1996,1996-02-03,,BLB,BOL,3,1
5724,1995_1996,1996-02-03,,LIV,TOT,0,0
5725,1995_1996,1996-02-03,,MCI,QPR,2,0
5726,1995_1996,1996-02-03,,NEW,SHW,2,0
5727,1995_1996,1996-02-03,,SOU,EVE,2,2
5728,1995_1996,1996-02-03,,WHU,NFO,1,0
5729,1995_1996,1996-02-03,,WIM,MUN,2,4
5730,1995_1996,1996-02-04,,CHE,MID,5,0
5731,1995_1996,1996-02-10,,BOL,AVL,0,2
5732,1995_1996,1996-02-10,,COV,CHE,1,0
5733,1995_1996,1996-02-10,,EVE,MCI,2,0
5734,1995_1996,1996-02-10,,MUN,BLB,1,0
5735,1995_1996,1996-02-10,,MID,NEW,1,2
5736,1995_1996,1996-02-10,,NFO,ARS,0,1
5737,1995_1996,1996-02-10,,SHW,WIM,2,1
5738,1995_1996,1996-02-11,,QPR,LIV,1,2
5739,1995_1996,1996-02-12,,TOT,WHU,0,1
5740,1995_1996,1996-02-17,,CHE,WHU,1,2
5741,1995_1996,1996-02-17,,MID,BOL,1,4
5742,1995_1996,1996-02-17,,SHW,QPR,1,3
5743,1995_1996,1996-02-21,,MUN,EVE,2,0
5744,1995_1996,1996-02-21,,WHU,NEW,2,0
5745,1995_1996,1996-02-24,,BLB,LIV,2,3
5746,1995_1996,1996-02-24,,COV,MID,0,0
5747,1995_1996,1996-02-24,,EVE,NFO,3,0
5748,1995_1996,1996-02-24,,MCI,NEW,3,3
5749,1995_1996,1996-02-24,,SOU,CHE,2,3
5750,1995_1996,1996-02-24,,TOT,SHW,1,0
5751,1995_1996,1996-02-24,,WHU,ARS,0,1
5752,1995_1996,1996-02-24,,WIM,AVL,3,3
5753,1995_1996,1996-02-25,,BOL,MUN,0,6
5754,1995_1996,1996-02-28,,AVL,BLB,2,0
5755,1995_1996,1996-03-02,,COV,WHU,2,2
5756,1995_1996,1996-03-02,,LEE,BOL,0,1
5757,1995_1996,1996-03-02,,MCI,BLB,1,1
5758,1995_1996,1996-03-02,,MID,EVE,0,2
5759,1995_1996,1996-03-02,,QPR,ARS,1,1
5760,1995_1996,1996-03-02,,SHW,NFO,1,3
5761,1995_1996,1996-03-02,,TOT,SOU,1,0
5762,1995_1996,1996-03-02,,WIM,CHE,1,1
5763,1995_1996,1996-03-03,,LIV,AVL,3,0
5764,1995_1996,1996-03-04,,NEW,MUN,0,1
5765,1995_1996,1996-03-05,,ARS,MCI,3,1
5766,1995_1996,1996-03-06,,AVL,SHW,3,2
5767,1995_1996,1996-03-06,,QPR,LEE,1,2
5768,1995_1996,1996-03-09,,AVL,QPR,4,2
5769,1995_1996,1996-03-09,,EVE,COV,2,2
5770,1995_1996,1996-03-09,,WHU,MID,2,0
5771,1995_1996,1996-03-12,,CHE,MCI,1,1
5772,1995_1996,1996-03-13,,BLB,LEE,1,0
5773,1995_1996,1996-03-13,,LIV,WIM,2,2
5774,1995_1996,1996-03-16,,COV,BOL,0,2
5775,1995_1996,1996-03-16,,LIV,CHE,2,0
5776,1995_1996,1996-03-16,,MCI,SOU,2,1
5777,1995_1996,1996-03-16,,MID,NFO,1,1
5778,1995_1996,1996-03-16,,QPR,MUN,1,1
5779,1995_1996,1996-03-16,,SHW,AVL,2,0
5780,1995_1996,1996-03-16,,TOT,BLB,2,3
5781,1995_1996,1996-03-16,,WIM,ARS,0,3
5782,1995_1996,1996-03-17,,LEE,EVE,2,2
5783,1995_1996,1996-03-18,,NEW,WHU,3,0
5784,1995_1996,1996-03-19,,AVL,MID,0,0
5785,1995_1996,1996-03-20,,BOL,TOT,2,3
5786,1995_1996,1996-03-20,,MUN,ARS,1,0
5787,1995_1996,1996-03-20,,SOU,SHW,0,1
5788,1995_1996,1996-03-23,,ARS,NEW,2,0
5789,1995_1996,1996-03-23,,BOL,SHW,2,1
5790,1995_1996,1996-03-23,,CHE,QPR,1,1
5791,1995_1996,1996-03-23,,EVE,WIM,2,4
5792,1995_1996,1996-03-23,,NFO,LIV,1,0
5793,1995_1996,1996-03-23,,WHU,MCI,4,2
5794,1995_1996,1996-03-24,,MUN,TOT,1,0
5795,1995_1996,1996-03-25,,SOU,COV,1,0
5796,1995_1996,1996-03-30,,BLB,EVE,0,3
5797,1995_1996,1996-03-30,,BOL,MCI,1,1
5798,1995_1996,1996-03-30,,LEE,MID,0,1
5799,1995_1996,1996-03-30,,QPR,SOU,3,0
5800,1995_1996,1996-03-30,,TOT,COV,3,1
5801,1995_1996,1996-03-30,,WIM,NFO,1,0
5802,1995_1996,1996-04-03,,LEE,SOU,1,0
5803,1995_1996,1996-04-03,,LIV,NEW,4,3
5804,1995_1996,1996-04-05,,MID,SHW,3,1
5805,1995_1996,1996-04-06,,ARS,LEE,2,1
5806,1995_1996,1996-04-06,,CHE,AVL,1,2
5807,1995_1996,1996-04-06,,COV,LIV,1,0
5808,1995_1996,1996-04-06,,EVE,BOL,3,0
5809,1995_1996,1996-04-06,,MCI,MUN,2,3
5810,1995_1996,1996-04-06,,NEW,QPR,2,1
5811,1995_1996,1996-04-06,,NFO,TOT,2,1
5812,1995_1996,1996-04-06,,SOU,BLB,1,0
5813,1995_1996,1996-04-06,,WHU,WIM,1,1
5814,1995_1996,1996-04-08,,AVL,SOU,3,0
5815,1995_1996,1996-04-08,,BLB,NEW,2,1
5816,1995_1996,1996-04-08,,BOL,CHE,2,1
5817,1995_1996,1996-04-08,,LEE,NFO,1,3
5818,1995_1996,1996-04-08,,LIV,WHU,2,0
5819,1995_1996,1996-04-08,,MUN,COV,1,0
5820,1995_1996,1996-04-08,,QPR,EVE,3,1
5821,1995_1996,1996-04-08,,SHW,ARS,1,0
5822,1995_1996,1996-04-08,,TOT,MID,1,1
5823,1995_1996,1996-04-08,,WIM,MCI,3,0
5824,1995_1996,1996-04-13,,CHE,LEE,4,1
5825,1995_1996,1996-04-13,,COV,QPR,1,0
5826,1995_1996,1996-04-13,,MCI,SHW,1,0
5827,1995_1996,1996-04-13,,MID,WIM,1,2
5828,1995_1996,1996-04-13,,NFO,BLB,1,5
5829,1995_1996,1996-04-13,,SOU,MUN,3,1
5830,1995_1996,1996-04-13,,WHU,BOL,1,0
5831,1995_1996,1996-04-14,,NEW,AVL,1,0
5832,1995_1996,1996-04-15,,ARS,TOT,0,0
5833,1995_1996,1996-04-16,,EVE,LIV,1,1
5834,1995_1996,1996-04-17,,AVL,WHU,1,1
5835,1995_1996,1996-04-17,,BLB,WIM,3,2
5836,1995_1996,1996-04-17,,MUN,LEE,1,0
5837,1995_1996,1996-04-17,,NEW,SOU,1,0
5838,1995_1996,1996-04-17,,NFO,COV,0,0
5839,1995_1996,1996-04-17,,SHW,CHE,0,0
5840,1995_1996,1996-04-27,,AVL,MCI,0,1
5841,1995_1996,1996-04-27,,BLB,ARS,1,1
5842,1995_1996,1996-04-27,,BOL,SOU,0,1
5843,1995_1996,1996-04-27,,LIV,MID,1,0
5844,1995_1996,1996-04-27,,QPR,WHU,3,0
5845,1995_1996,1996-04-27,,SHW,EVE,2,5
5846,1995_1996,1996-04-27,,TOT,CHE,1,1
5847,1995_1996,1996-04-27,,WIM,COV,0,2
5848,1995_1996,1996-04-28,,MUN,NFO,5,0
5849,1995_1996,1996-04-29,,LEE,NEW,0,1
5850,1995_1996,1996-05-01,,ARS,LIV,0,0
5851,1995_1996,1996-05-02,,LEE,TOT,1,3
5852,1995_1996,1996-05-02,,NFO,NEW,1,1
5853,1995_1996,1996-05-04,,ARS,BOL,2,1
5854,1995_1996,1996-05-04,,CHE,BLB,2,3
5855,1995_1996,1996-05-04,,COV,LEE,0,0
5856,1995_1996,1996-05-04,,EVE,AVL,1,0
5857,1995_1996,1996-05-04,,MCI,LIV,2,2
5858,1995_1996,1996-05-04,,MID,MUN,0,3
5859,1995_1996,1996-05-04,,NEW,TOT,1,1
5860,1995_1996,1996-05-04,,NFO,QPR,3,0
5861,1995_1996,1996-05-04,,SOU,WIM,0,0
5862,1995_1996,1996-05-04,,WHU,SHW,1,1
5863,1996_1997,1996-08-17,,ARS,WHU,2,0
5864,1996_1997,1996-08-17,,BLB,TOT,0,2
5865,1996_1997,1996-08-17,,COV,NFO,0,3
5866,1996_1997,1996-08-17,,DER,LEE,3,3
5867,1996_1997,1996-08-17,,EVE,NEW,2,0
5868,1996_1997,1996-08-17,,MID,LIV,3,3
5869,1996_1997,1996-08-17,,SHW,AVL,2,1
5870,1996_1997,1996-08-17,,SUN,LEI,0,0
5871,1996_1997,1996-08-17,,WIM,MUN,0,3
5872,1996_1997,1996-08-18,,SOU,CHE,0,0
5873,1996_1997,1996-08-19,,LIV,ARS,2,0
5874,1996_1997,1996-08-20,,LEE,SHW,0,2
5875,1996_1997,1996-08-21,,AVL,BLB,1,0
5876,1996_1997,1996-08-21,,CHE,MID,1,0
5877,1996_1997,1996-08-21,,LEI,SOU,2,1
5878,1996_1997,1996-08-21,,MUN,EVE,2,2
5879,1996_1997,1996-08-21,,NEW,WIM,2,0
5880,1996_1997,1996-08-21,,NFO,SUN,1,4
5881,1996_1997,1996-08-21,,TOT,DER,1,1
5882,1996_1997,1996-08-21,,WHU,COV,1,1
5883,1996_1997,1996-08-24,,AVL,DER,2,0
5884,1996_1997,1996-08-24,,CHE,COV,2,0
5885,1996_1997,1996-08-24,,LEI,ARS,0,2
5886,1996_1997,1996-08-24,,LIV,SUN,0,0
5887,1996_1997,1996-08-24,,NEW,SHW,1,2
5888,1996_1997,1996-08-24,,NFO,MID,1,1
5889,1996_1997,1996-08-24,,TOT,EVE,0,0
5890,1996_1997,1996-08-24,,WHU,SOU,2,1
5891,1996_1997,1996-08-25,,MUN,BLB,2,2
5892,1996_1997,1996-08-26,,LEE,WIM,1,0
5893,1996_1997,1996-09-02,,SHW,LEI,2,1
5894,1996_1997,1996-09-04,,ARS,CHE,3,3
5895,1996_1997,1996-09-04,,BLB,LEE,0,1
5896,1996_1997,1996-09-04,,COV,LIV,0,1
5897,1996_1997,1996-09-04,,DER,MUN,1,1
5898,1996_1997,1996-09-04,,EVE,AVL,0,1
5899,1996_1997,1996-09-04,,MID,WHU,4,1
5900,1996_1997,1996-09-04,,SOU,NFO,2,2
5901,1996_1997,1996-09-04,,SUN,NEW,1,2
5902,1996_1997,1996-09-04,,WIM,TOT,1,0
5903,1996_1997,1996-09-07,,AVL,ARS,2,2
5904,1996_1997,1996-09-07,,LEE,MUN,0,4
5905,1996_1997,1996-09-07,,LIV,SOU,2,1
5906,1996_1997,1996-09-07,,MID,COV,4,0
5907,1996_1997,1996-09-07,,NFO,LEI,0,0
5908,1996_1997,1996-09-07,,SHW,CHE,0,2
5909,1996_1997,1996-09-07,,TOT,NEW,1,2
5910,1996_1997,1996-09-07,,WIM,EVE,4,0
5911,1996_1997,1996-09-08,,SUN,WHU,0,0
5912,1996_1997,1996-09-09,,BLB,DER,1,2
5913,1996_1997,1996-09-14,,COV,LEE,2,1
5914,1996_1997,1996-09-14,,DER,SUN,1,0
5915,1996_1997,1996-09-14,,EVE,MID,1,2
5916,1996_1997,1996-09-14,,MUN,NFO,4,1
5917,1996_1997,1996-09-14,,NEW,BLB,2,1
5918,1996_1997,1996-09-14,,SOU,TOT,0,1
5919,1996_1997,1996-09-14,,WHU,WIM,0,2
5920,1996_1997,1996-09-15,,CHE,AVL,1,1
5921,1996_1997,1996-09-15,,LEI,LIV,0,3
5922,1996_1997,1996-09-16,,ARS,SHW,4,1
5923,1996_1997,1996-09-21,,AVL,MUN,0,0
5924,1996_1997,1996-09-21,,BLB,EVE,1,1
5925,1996_1997,1996-09-21,,LEE,NEW,0,1
5926,1996_1997,1996-09-21,,LIV,CHE,5,1
5927,1996_1997,1996-09-21,,MID,ARS,0,2
5928,1996_1997,1996-09-21,,NFO,WHU,0,2
5929,1996_1997,1996-09-21,,SHW,DER,0,0
5930,1996_1997,1996-09-21,,SUN,COV,1,0
5931,1996_1997,1996-09-22,,TOT,LEI,1,2
5932,1996_1997,1996-09-23,,WIM,SOU,3,1
5933,1996_1997,1996-09-28,,ARS,SUN,2,0
5934,1996_1997,1996-09-28,,CHE,NFO,1,1
5935,1996_1997,1996-09-28,,COV,BLB,0,0
5936,1996_1997,1996-09-28,,DER,WIM,0,2
5937,1996_1997,1996-09-28,,EVE,SHW,2,0
5938,1996_1997,1996-09-28,,LEI,LEE,1,0
5939,1996_1997,1996-09-28,,SOU,MID,4,0
5940,1996_1997,1996-09-29,,MUN,TOT,2,0
5941,1996_1997,1996-09-29,,WHU,LIV,1,2
5942,1996_1997,1996-09-30,,NEW,AVL,4,3
5943,1996_1997,1996-10-12,,BLB,ARS,0,2
5944,1996_1997,1996-10-12,,DER,NEW,0,1
5945,1996_1997,1996-10-12,,EVE,WHU,2,1
5946,1996_1997,1996-10-12,,LEE,NFO,2,0
5947,1996_1997,1996-10-12,,LEI,CHE,1,3
5948,1996_1997,1996-10-12,,MUN,LIV,1,0
5949,1996_1997,1996-10-12,,TOT,AVL,1,0
5950,1996_1997,1996-10-12,,WIM,SHW,4,2
5951,1996_1997,1996-10-13,,COV,SOU,1,1
5952,1996_1997,1996-10-14,,SUN,MID,2,2
5953,1996_1997,1996-10-19,,ARS,COV,0,0
5954,1996_1997,1996-10-19,,AVL,LEE,2,0
5955,1996_1997,1996-10-19,,CHE,WIM,2,4
5956,1996_1997,1996-10-19,,MID,TOT,0,3
5957,1996_1997,1996-10-19,,NFO,DER,1,1
5958,1996_1997,1996-10-19,,SHW,BLB,1,1
5959,1996_1997,1996-10-19,,SOU,SUN,3,0
5960,1996_1997,1996-10-19,,WHU,LEI,1,0
5961,1996_1997,1996-10-20,,NEW,MUN,5,0
5962,1996_1997,1996-10-26,,ARS,LEE,3,0
5963,1996_1997,1996-10-26,,CHE,TOT,3,1
5964,1996_1997,1996-10-26,,COV,SHW,0,0
5965,1996_1997,1996-10-26,,LEI,NEW,2,0
5966,1996_1997,1996-10-26,,MID,WIM,0,0
5967,1996_1997,1996-10-26,,SOU,MUN,6,3
5968,1996_1997,1996-10-26,,SUN,AVL,1,0
5969,1996_1997,1996-10-26,,WHU,BLB,2,1
